project_id,project_ref,gsp,licence_area,technology,mw_installed,mw_export,phase,queue_position,queue_pct,gsp_total_mw,gsp_project_count,firm_date,firm_date,acceptance_date,protections,gsp_fault_constrained,spv_name,spv_postcode,spv_lat,spv_lon,spv_address,spv_county,ecr_flexible,ecr_target_energisation,ecr_mpan,ecr_match_score,ecr_match_type,location_source,ch_company_number,ch_status,ch_incorporated,ch_last_filing,ch_has_charges,ch_charge_count,ch_match_name,ch_match_score,ch_dormant,repd_ref,repd_planning_status,repd_lpa,repd_operator,repd_county,repd_region,repd_postcode,repd_date_refused,repd_date_granted,repd_date_operational,repd_date_construction,repd_match_score,tier,tier_reasons,acq_signal,acq_rationale,last_updated,NESO Countersign Date,Customer Acceptance Date,Obtain Min Info Date,gate_outcome
412,G2-0412,WALPOLE 132kV S STN,East Midlands,Solar,20.0,20,2.0,1185,0.7692307692307693,,,30/10/2034,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE,Limes farm solar park limited,PE10 0AU,52.77402,-0.30248,Spalding Road,data not available,data not available,2027-04-02 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,15190320,active,2023-10-05,2025-10-04,True,1,LIMES FARM SOLAR PARK LIMITED,100.0,False,"repd_ref    C3390
repd_ref     2276
repd_ref      NaN
Name: 1859, dtype: object",Abandoned,South Holland,BE Renewables/Little Eau Solar,Lincolnshire,East Midlands,PE12 0LQ,,,,,100.0,RED,planning:Abandoned|spv:active|charges:1registered,MEDIUM,"Planning refused, SPV still active, but back-of-queue at WALPOLE 132kV S STN. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 20 MW.",2026-05-07T19:15:52,26/08/2024,03/10/2023,31/08/2023,Gate 2
413,G2-0413,PORT HAM 132kV S STN,West Midlands,BESS,10.0,49.9,2.0,1186,0.7777777777777778,,,06/12/2036,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,,,51.43618,-2.59867,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref      NaN
repd_ref    11624
repd_ref     8228
Name: 7892, dtype: object",Abandoned,Wychavon,Infinis,Worcestershire,West Midlands,WR10 2NF,,,,,100.0,RED,planning:Abandoned|no_ecr_match|no_ch_record,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,22/09/2024,17/03/2023,28/11/2022,Gate 2
414,G2-0414,PORT HAM 132kV S STN,West Midlands,BESS,40.0,40,2.0,1187,0.8148148148148148,,,06/12/2036,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Gf cheltenham energy ltd,GL20 7BU,51.95964,-2.13338,Stoke Road,Gloucestershire,data not available,2026-10-12 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,15045143,active,2023-08-02,2025-08-01,False,0,RPC CHELTENHAM ENERGY LTD,89.8,False,"repd_ref     NaN
repd_ref    7096
repd_ref     NaN
Name: 5455, dtype: object",Planning Permission Granted,Newcastle-under-Lyme,Volta Energy Storage,Staffordshire,West Midlands,ST5 7LU,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at PORT HAM 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,22/09/2024,20/09/2023,05/04/2023,Gate 2
415,G2-0415,RATCLIFFE ON SOAR 132kV S STN,East Midlands,Solar,10.0,10,2.0,1188,0.9285714285714286,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,--redacted--,LE12 8,52.88185,-1.23386,--Redacted--,data not available,data not available,2026-11-18 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,11310631,active,2018-04-16,2025-12-28,False,0,REDACTED LTD,66.7,False,"repd_ref    C3355
repd_ref     2246
repd_ref      NaN
Name: 1829, dtype: object",Abandoned,South Kesteven,TGC Renewables,Lincolnshire,East Midlands,NG23 5AT,,,,,100.0,RED,planning:Abandoned|spv:active,MEDIUM,"Planning refused, SPV still active, but back-of-queue at RATCLIFFE ON SOAR 132kV S STN. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 10 MW.",2026-05-07T19:15:52,26/09/2024,18/08/2023,10/05/2023,Gate 2
416,G2-0416,WILLINGTON 132kV S STN,East Midlands,BESS,105.6,99.8,2.0,1189,0.5555555555555556,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE,Noventum power limited,DE73 7HN,52.86447,-1.53768,Willington,data not available,data not available,2027-07-08 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13731615,active,2021-11-09,2025-10-01,False,0,NOVENTUM POWER LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9507
repd_ref     NaN
Name: 6739, dtype: object",Revised,South Derbyshire,Infrared Capital Partners Limited,Derbyshire,East Midlands,DE15 9TU,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at WILLINGTON 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,13/10/2024,20/10/2023,26/05/2023,Gate 2
417,G2-0417,Seabank Sgp,South West,BESS,10.0,10,2.0,1190,0.8,,,31/10/2037,,30/12/2024,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Avils consulting ltd,BS11 0YT,50.95852,-2.92241,Smoke Lane,data not available,data not available,2029-04-12 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,06914644,active,2009-05-26,2025-05-26,False,0,AVILS CONSULTING LIMITED,90.9,False,"repd_ref     NaN
repd_ref    6964
repd_ref     NaN
Name: 5354, dtype: object",Abandoned,Forest of Dean,Green Hedge Energy UK,Gloucestershire,South West,GL15 5EL,,,,,100.0,RED,planning:Abandoned|spv:active,MEDIUM,"Planning refused, SPV still active, but back-of-queue at Seabank Sgp. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 10 MW.",2026-05-07T19:15:52,30/12/2024,03/08/2023,19/04/2023,Gate 2
418,G2-0418,EAST CLAYDON 132KV S STN,East Midlands,BESS,49.9,49.9,2.0,1191,0.6875,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, rwe renewables uk solar and storage ltd,MK18 3NF,51.92731,-0.90873,East Claydon Road,data not available,data not available,2027-04-13 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,14539260,active,2022-12-13,2025-12-12,False,0,RWE RENEWABLES UK SOLAR AND STORAGE LIMITED,95.1,False,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,AMBER,planning:operational(2018-06-25)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at EAST CLAYDON 132KV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,08/01/2025,25/03/2024,09/11/2023,Gate 2
419,G2-0419,WILLINGTON 132kV S STN,East Midlands,Solar,19.6,10,2.0,1192,0.6666666666666666,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE,,,52.8322,-1.56547,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref    C2771
repd_ref     1313
repd_ref      NaN
Name: 1075, dtype: object",Abandoned,Bassetlaw,Kinetica Solar,Nottinghamshire,East Midlands,,,,,,100.0,RED,planning:Abandoned|no_ecr_match|no_ch_record,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,20/01/2025,22/12/2023,08/08/2023,Gate 2
420,G2-0420,GRENDON 132kV S STN,East Midlands,Solar,8.0,8,2.0,1193,0.7407407407407407,,,31/10/2034,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Broadholme solar farm limited,NN9 5PN,52.31487,-0.63204,Broadholme Farm,data not available,data not available,2026-09-15 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,14273336,active,2022-08-03,2025-08-02,True,2,BROADHOLME SOLAR FARM LIMITED,100.0,False,"repd_ref    C0263
repd_ref     1622
repd_ref      NaN
Name: 1310, dtype: object",Operational,East Lindsey,Private Developer,Lincolnshire,East Midlands,,,,2013-06-07 00:00:00,2012-12-01 00:00:00,100.0,AMBER,planning:operational(2013-06-07)|spv:active|charges:2registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,21/01/2025,02/04/2024,10/01/2024,Gate 2
421,G2-0421,CHESTERFIELD 132kV S STN,East Midlands,BESS,25.0,25,2.0,1194,0.9285714285714286,,,31/10/2034,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, integrum renewable energy ltd,S44 5TE,53.23293,-1.37676,Top Row,data not available,data not available,2032-12-01 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,12864641,dissolved,2020-09-08,2021-04-13,False,0,INTEGRUM ENERGY LTD,79.2,True,"repd_ref     NaN
repd_ref    6932
repd_ref     NaN
Name: 5332, dtype: object",Operational,Melton,UK Power Reserve,Leicestershire,East Midlands,LE14 3JL,,,2019-04-01 00:00:00,2018-06-08 00:00:00,100.0,RED,planning:operational(2019-04-01)|spv:dissolved|spv:dormant>18mo|dormant+backqueue,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,22/01/2025,14/12/2023,28/07/2023,Gate 2
422,G2-0422,BICKER FEN 132kV S STN,East Midlands,BESS,99.8,99.8,2.0,1195,0.7272727272727273,,,30/10/2034,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, vicarage drove energy centre limited,PE20 3BQ,52.93902,-0.21359,Vicarage Drove,data not available,data not available,2032-12-31 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12290001,active,2019-10-30,2025-11-10,True,2,VICARAGE DROVE ENERGY CENTRE LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9507
repd_ref     NaN
Name: 6739, dtype: object",Revised,South Derbyshire,Infrared Capital Partners Limited,Derbyshire,East Midlands,DE15 9TU,,,,,100.0,AMBER,spv:active|charges:2registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,03/02/2025,15/02/2024,05/10/2023,Gate 2
423,G2-0423,BICKER FEN 132kV S STN,East Midlands,BESS,99.0,99,2.0,1196,0.8181818181818182,,,30/10/2034,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, vicarage drove energy centre limited,PE20 3BQ,52.93902,-0.21359,Vicarage Drove,data not available,data not available,2032-12-31 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,12290001,active,2019-10-30,2025-11-10,True,2,VICARAGE DROVE ENERGY CENTRE LIMITED,100.0,False,"repd_ref     NaN
repd_ref    9507
repd_ref     NaN
Name: 6739, dtype: object",Revised,South Derbyshire,Infrared Capital Partners Limited,Derbyshire,East Midlands,DE15 9TU,,,,,100.0,AMBER,spv:active|charges:2registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,03/02/2025,07/05/2024,28/11/2023,Gate 2
424,G2-0424,Exeter Main S.G.P.,South West,Solar,10.0,10,2.0,1197,0.75,,,31/10/2037,,06/02/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Higher hawkerland solar limited,EX5 2JW,50.71896,-3.51067,Sidmouth Road,data not available,data not available,2027-03-04 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),gsp,13378094,active,2021-05-05,2026-05-04,False,0,HIGHER HAWKERLAND SOLAR LIMITED,100.0,False,"repd_ref    AA989
repd_ref     1074
repd_ref      NaN
Name: 959, dtype: object",Revised,Cornwall,Elgin Energy EsCo,Cornwall,South West,PL14 3RQ,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Exeter Main S.G.P.. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/02/2025,17/05/2023,07/12/2022,Gate 2
425,G2-0425,Alverdiscott S.G.P.,South West,BESS,105.6,99.8,2.0,1198,0.7333333333333333,,,31/10/2037,,27/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE,Alverdiscott battery storage limited,EX39 4PU,51.0124,-4.13417,Webbery,data not available,data not available,2027-01-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,14895679,active,2023-05-26,2025-05-25,False,0,ALVERDISCOTT BATTERY STORAGE LIMITED,100.0,False,"repd_ref      NaN
repd_ref    10058
repd_ref      NaN
Name: 7041, dtype: object",Revised,Cornwall,Renewable Connections Ltd / Pivot Power,Cornwall,South West,PL26 8BY,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Alverdiscott S.G.P.. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,20/02/2025,14/03/2024,05/10/2023,Gate 2
426,G2-0426,STAYTHORPE C 132kV S STN,East Midlands,BESS,49.9,49.9,2.0,1199,1.0,,,31/10/2035,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Assured asset solar 2 limited,NG23 5QY,53.08461,-0.8562,Land Situated At Averham,data not available,data not available,2026-09-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13070086,active,2020-12-08,2025-10-19,False,0,ASSURED ASSET SOLAR 2 LTD,92.6,False,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,AMBER,planning:operational(2018-06-25)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at STAYTHORPE C 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,25/02/2025,13/03/2024,16/10/2023,Gate 2
427,G2-0427,Indian Queens S.G.P.,South West,BESS,49.9,49.9,2.0,1200,0.6842105263157895,,,06/12/2036,,27/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, st austell bess ltd,PL25 5RU,54.72153,-5.08309,Land Next To Bojea,data not available,data not available,2027-03-04 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13685485,active,2021-10-18,2025-10-17,False,0,ST AUSTELL BESS LTD,100.0,False,"repd_ref     132
repd_ref    6952
repd_ref     NaN
Name: 5345, dtype: object",Abandoned,Wiltshire,Statera Energy / Minety North Storage,Wiltshire,South West,SN16 9RP,,,,,100.0,RED,planning:Abandoned|spv:active,MEDIUM,"Planning refused, SPV still active, but back-of-queue at Indian Queens S.G.P.. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 50 MW.",2026-05-07T19:15:52,25/02/2025,19/03/2024,30/10/2023,Gate 2
428,G2-0428,BERKSWELL 132kV S STN,East Midlands,BESS,49.9,49.9,2.0,1201,1.0,,,30/10/2037,,16/04/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Ion ventures ltd,CV8 1NN,52.32964,-1.60798,Land Lying To The South West,data not available,data not available,2027-02-15 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11525716,active,2018-08-20,2026-01-24,False,0,ION VENTURES LTD,100.0,False,"repd_ref     NaN
repd_ref    6920
repd_ref     NaN
Name: 5325, dtype: object",Operational,Bassetlaw,EDF Energy Renewables,Nottinghamshire,East Midlands,DN22 9BL,,,2018-06-25 00:00:00,2018-01-25 00:00:00,100.0,AMBER,planning:operational(2018-06-25)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at BERKSWELL 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,16/04/2025,21/08/2023,17/04/2023,Gate 2
429,G2-0429,Cardiff East Grid,South Wales,BESS,10.0,10,2.0,1202,0.75,,,31/10/2037,,02/04/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Infinis energy storage,CF24 5HB,51.47491,-3.14346,Portmanmoor Road Industrial Estate,South Glamorgan,data not available,2026-06-15 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,06514229,active,2008-02-26,2025-09-30,True,1,INFINIS ENERGY STORAGE LIMITED,84.6,False,"repd_ref      NaN
repd_ref    15630
repd_ref    14019
Name: 10751, dtype: object",Planning Permission Granted,Carmarthenshire,QinetiQ,Dyfed,Wales,SA33 4UA,,,,,100.0,AMBER,spv:active|charges:1registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,22/04/2025,17/11/2023,12/04/2023,Gate 2
430,G2-0430,Cardiff East Grid,South Wales,BESS,45.0,44,2.0,1203,1.0,,,31/10/2037,,02/04/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, mas 009 limited,CF23 9AQ,51.50023,-3.14359,Ipswich Road,data not available,data not available,2027-05-20 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13724900,active,2021-11-05,2025-11-04,False,0,MAS 009 LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7702
repd_ref    7701
Name: 5860, dtype: object",Planning Permission Granted,Welsh Government (NSIP),Infinis,Vale of Glamorgan,Wales,CF5 6TQ,,,,2025-10-01 00:00:00,100.0,AMBER,planning:under_construction(2025-10-01)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at Cardiff East Grid. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,22/04/2025,12/01/2024,28/07/2023,Gate 2
431,G2-0431,Aberthaw Power Station,South Wales,BESS,49.9,49.9,2.0,1204,1.0,,,31/10/2037,,15/04/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, root-power limited,CF64 5SH,51.40873,-3.21928,Ashby Road,data not available,data not available,2027-03-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,15499441,active,2024-02-18,2026-02-17,False,0,ROOT-POWER LIMITED,100.0,False,"repd_ref     NaN
repd_ref    7702
repd_ref    7701
Name: 5860, dtype: object",Planning Permission Granted,Welsh Government (NSIP),Infinis,Vale of Glamorgan,Wales,CF5 6TQ,,,,2025-10-01 00:00:00,100.0,AMBER,planning:under_construction(2025-10-01)|spv:active,LOW,"AMBER, pre-FID, back-of-queue at Aberthaw Power Station. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,22/04/2025,22/01/2024,07/08/2023,Gate 2
432,G2-0432,Sandford 132kv Sgp,South West,BESS,30.0,30,2.0,1205,0.6,,,31/10/2037,,27/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Jbm solar projects 32 ltd,BS49 5J,51.35543,-2.70283,data not available,data not available,data not available,2027-07-29 00:00:00,data not applicable,100.0,gsp+mw+tech,gsp,11762025,active,2019-01-11,2026-01-10,False,0,JBM SOLAR PROJECTS 8 LTD,93.9,False,"repd_ref     NaN
repd_ref    7067
repd_ref     NaN
Name: 5429, dtype: object",Revised,Stroud,Ecotricity,Gloucestershire,South West,GL13 9FB,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Sandford 132kv Sgp. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,01/05/2025,23/02/2024,27/10/2023,Gate 2
433,G2-0433,RATCLIFFE ON SOAR 132kV S STN,East Midlands,BESS,70.0,70,2.0,1206,0.9642857142857143,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,Ase uk holdings limited,LE12 6RW,52.5578,-0.90922,Wysall Lane,Leicestershire,data not available,2027-07-22 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,13412982,active,2021-05-21,2025-08-29,True,6,ASE UK HOLDINGS LIMITED,100.0,False,"repd_ref      NaN
repd_ref    14956
repd_ref      NaN
Name: 10271, dtype: object",Planning Application Withdrawn,Bassetlaw,Recell Energy,Nottinghamshire,East Midlands,DN10 4NR,,,,,100.0,AMBER,spv:active|charges:6registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,06/05/2025,15/05/2023,02/02/2023,Gate 2
434,G2-0434,LEA MARSTON 132kV S STN,West Midlands,BESS,99.9,99.9,2.0,1208,0.8,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),, arl 016 limited,B91 2SY,52.40942,-1.73411,Land To The West Of Grand Unio,data not available,data not available,2026-09-09 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,11229770,active,2018-02-28,2026-02-26,False,0,ARL 016 LIMITED,100.0,False,"repd_ref      NaN
repd_ref    10233
repd_ref      NaN
Name: 7103, dtype: object",Revised,Staffordshire Moorlands,REPD Limited,Staffordshire,West Midlands,ST9 9LA,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at LEA MARSTON 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/06/2025,02/01/2024,30/06/2023,Gate 2
435,G2-0435,Bushbury D 132kV,West Midlands,Solar,14.3,14.3,2.0,1209,0.9285714285714286,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),,,,52.62309,-2.14869,,,,,,0.0,none,gsp,,,,,,,,,,"repd_ref    B1348
repd_ref     2108
repd_ref      NaN
Name: 1700, dtype: object",Operational,Shropshire,Lightsource Renewable Energy,Shropshire,West Midlands,SY4 5SX,,,2016-08-02 00:00:00,2016-05-28 00:00:00,100.0,AMBER,planning:operational(2016-08-02)|no_ecr_match|no_ch_record,LOW,"AMBER, pre-FID, back-of-queue at Bushbury D 132kV. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/06/2025,09/10/2024,16/04/2024,Gate 2
436,G2-0436,Cellarhead 132kV,West Midlands,BESS,99.0,99,2.0,1210,0.7857142857142857,,,30/10/2037,,29/05/2025,Protection Clause 2a: Projects which are significantly progressed (CMP435),TRUE, newfields bess limited,ST9 0BS,53.04334,-2.07632,Rownall Road,data not available,data not available,2027-01-01 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13851785,active,2022-01-17,2026-01-16,False,0,NEWFIELDS BESS LTD,90.0,False,"repd_ref      NaN
repd_ref    10233
repd_ref      NaN
Name: 7103, dtype: object",Revised,Staffordshire Moorlands,REPD Limited,Staffordshire,West Midlands,ST9 9LA,,,,,100.0,AMBER,spv:active,LOW,"AMBER, pre-FID, back-of-queue at Cellarhead 132kV. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,06/06/2025,18/10/2024,02/05/2024,Gate 2
437,G2-0437,BISHOPS WOOD 132kV S STN,West Midlands,Solar,49.9,49.9,2.0,1212,0.8571428571428571,,,30/10/2032,,08/07/2022,,, bf16d bhf solar ltd,SY8 3BZ,52.33373,-2.62371,Brick House Farm,Shropshire,data not available,2026-10-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13352424,active,2021-04-22,2026-01-20,False,0,BF16D BHF SOLAR LIMITED,90.5,False,"repd_ref    C3224
repd_ref     1980
repd_ref      NaN
Name: 1575, dtype: object",Planning Permission Expired,Wychavon,Solar Planning,Hereford and Worcester,West Midlands,WR8 9ES,,,,,100.0,AMBER,planning:Planning Permission Expired|spv:active,LOW,"AMBER, pre-FID, back-of-queue at BISHOPS WOOD 132kV S STN. Watch for dormancy or planning expiry — either would re-score to RED and create an opportunity.",2026-05-07T19:15:52,13/07/2022,07/10/2021,27/05/2021,Gate 2
438,G2-0438,BISHOPS WOOD 132kV S STN,West Midlands,Solar,25.0,25,2.0,1213,0.9047619047619048,,,30/10/2032,01/09/2027,08/07/2022,,,Noriker perseverance limited,HR1 1EX,52.07249,-2.7105,Old School Lane,data not available,data not available,2026-09-03 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,10604667,active,2017-02-07,2026-01-27,True,1,NORIKER PERSEVERANCE LTD,92.3,False,"repd_ref    C3062
repd_ref     2175
repd_ref      NaN
Name: 1759, dtype: object",Operational,Wychavon,INRG (Solar Park) 14,Hereford and Worcester,West Midlands,,2014-09-15 00:00:00,,2016-03-23 00:00:00,2016-01-15 00:00:00,100.0,RED,planning:refused(2014-09-15)|planning:operational(2016-03-23)|spv:active|charges:1registered,MEDIUM,"Planning refused, SPV still active, but back-of-queue at BISHOPS WOOD 132kV S STN. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 25 MW.",2026-05-07T19:15:52,13/07/2022,10/11/2021,19/07/2021,Gate 2
439,G2-0439,EAST CLAYDON 132KV S STN,East Midlands,Solar,30.0,30,2.0,1214,0.75,,,31/10/2031,,01/08/2022,,TRUE, elgin energy esco ltd,NN13 5GJ,52.05188,-1.12476,Whitfield,Northamptonshire,data not available,2027-01-22 00:00:00,data not applicable,100.0,gsp+mw+tech,ecr,07176403,active,2010-03-03,2026-03-03,True,2,ELGIN ENERGY ES CO LIMITED,89.4,False,"repd_ref    C1244
repd_ref     1528
repd_ref      NaN
Name: 1222, dtype: object",Operational,North Kesteven,Octopus Investments,Lincolnshire,East Midlands,NG32 3RN,,,2014-07-29 00:00:00,,100.0,AMBER,planning:operational(2014-07-29)|spv:active|charges:2registered,LOW,"AMBER tier, mixed signals. No near-term acquisition trigger. Continue monitoring.",2026-05-07T19:15:52,06/08/2022,11/03/2021,26/10/2020,Gate 2
440,G2-0440,EAST CLAYDON 132KV S STN,East Midlands,Solar,20.9,22,2.0,1215,0.8125,,,31/10/2031,,01/08/2022,,TRUE, dover lane solar farm,NN13 5QG,52.07835,-1.14079,Blackpits Recycling Centre,data not available,data not available,2027-03-12 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,08985747,dissolved,2014-04-08,2016-08-09,False,0,DOVER SOLAR FARM LTD,78.0,True,"repd_ref    C1652
repd_ref     1694
repd_ref     6948
Name: 1344, dtype: object",Operational,East Lindsey,Innova Renewables Limited,Lincolnshire,East Midlands,PE24 5AY,,,2024-03-12 00:00:00,,100.0,RED,planning:operational(2024-03-12)|spv:dissolved|spv:dormant>18mo|dormant+backqueue,LOW,"RED tier, back of queue, weak remaining signals. Limited residual value for acquisition. Monitor for formal queue removal via CMP470.",2026-05-07T19:15:52,06/08/2022,21/04/2021,07/12/2020,Gate 2
441,G2-0441,Bushbury D 132kV,West Midlands,Solar,30.0,30,2.0,1216,1.0,,,31/10/2032,,18/08/2022,,, starlight energy spv 1 limited,WV10 7HP,52.63583,-2.08856,Bognop Road,data not available,data not available,2026-10-05 00:00:00,data not applicable,100.0,gsp+mw+tech (ambiguous),ecr,13876884,active,2022-01-27,2026-01-26,False,0,STARLIGHT ENERGY SPV 4 LIMITED,96.7,False,"repd_ref     NaN
repd_ref    9001
repd_ref     NaN
Name: 6478, dtype: object",Abandoned,"Herefordshire, County of",Ersun Westhide SPV Limited,Hereford and Worcester,West Midlands,HR1,,,,,100.0,RED,planning:Abandoned|spv:active,MEDIUM,"Planning refused, SPV still active, but back-of-queue at Bushbury D 132kV. Limited grid-export value at this queue position. Could suit a behind-the-meter data centre structure (Path C) if local demand exists. 30 MW.",2026-05-07T19:15:52,23/08/2022,08/03/2022,28/10/2021,Gate 2
